"","Beta","Type","Bias","RMSE","MSE","Estimates_se","Simulation_se","case","RMSE_scale"
"28",2,"IPW",0.229309958746613,0.342304735447825,0.117172531910006,0.335304562271426,0.533297334671209,100,0.0242045999667424
"29",1.5,"IPW",0.13539656764213,0.242553871489479,0.0588323805745346,0.273890015340124,0.382545285006118,100,0.0171511487333261
"30",1,"IPW",0.075285436746897,0.164509473184308,0.0270633667673787,0.220692558632791,0.28421809064867,100,0.0116325764058051
"31",0.5,"IPW",0.032427958432395,0.128807146154772,0.0165912809005369,0.16924499089985,0.197363742655427,100,0.00910804065113264
"32",0,"IPW",0.00207707332687079,0.100515447194773,0.0101033551247651,0.150006353442249,0.15887884986812,100,0.00710751543254221
"33",-0.5,"IPW",-0.0214506521013671,0.113870467211182,0.0129664833028928,0.1622020391309,0.174116726852487,100,0.00805185795419069
"34",-1,"IPW",-0.080304460276058,0.165503914368401,0.0273915456712632,0.208384489101177,0.24890231844241,100,0.0117028940162814
"35",-1.5,"IPW",-0.153604053663128,0.24344641335461,0.0592661561752235,0.269148112270476,0.384584920799303,100,0.0172142609738588
"36",-2,"IPW",-0.3094128263993,0.371929621267803,0.138331643176411,0.354294495780507,0.582416443606855,100,0.0262993957322608
"37",2,"MLE",0.0377948997194169,0.143455033022074,0.0205793464993644,0.222923966196674,0.236323131053565,150,0.00828238019319012
"38",1.5,"MLE",0.0299630030763491,0.111174174921215,0.0123596971694128,0.17093847451578,0.178227937912102,150,0.00641864398176979
"39",1,"MLE",0.0113528237812873,0.0931845307768437,0.00868335677610053,0.14329099596167,0.144333442635921,150,0.00538001139283197
"40",0.5,"MLE",-0.000657373455757033,0.0875713566704547,0.00766874250910399,0.125400698508156,0.128036101800898,150,0.00505593463469877
"41",0,"MLE",-0.00432911037620534,0.0751683494061701,0.00565028075244807,0.118534153193568,0.118789257603631,150,0.00433984667641921
"42",-0.5,"MLE",-0.0115163955222615,0.0866959263457444,0.00751618364494674,0.124369070412119,0.126000392860737,150,0.00500539164133595
"43",-1,"MLE",-0.0113952917930079,0.102571971054707,0.0105210092460476,0.138720989666461,0.144330363413059,150,0.00592199550997453
"44",-1.5,"MLE",-0.0274261553228743,0.121810761592988,0.0148378616398637,0.172433904845681,0.180661929418397,150,0.00703274759959047
"45",-2,"MLE",-0.0288801643295533,0.142794036408432,0.0203901368338126,0.211330845206261,0.21523568357941,150,0.00824421753590814
"46",2,"IPW",0.153449829751002,0.284969494918547,0.0812076130341316,0.299038608620863,0.447939666565975,150,0.0164527214602055
"47",1.5,"IPW",0.102108711443546,0.188625957043636,0.0355797516706276,0.22523435222777,0.293107637237618,150,0.0108903247075294
"48",1,"IPW",0.0417326257616276,0.125346027968186,0.0157116267274012,0.176928655713758,0.201659278786412,150,0.00723685629892823
"49",0.5,"IPW",0.00954856921621403,0.0947666052207615,0.00898070946506765,0.134202134890201,0.141317438130127,150,0.00547135250343936
"50",0,"IPW",-0.00405000066210832,0.0779562527638601,0.00607717734498285,0.120414270689272,0.120440744166139,150,0.00450080635182291
